"schoolName","state","link","item","extract"
"Auburn High","VA","http://ahs.mcps.org/UserFiles/Servers/Server_94864/Image/AHS%20Student%20Handbook%2018-19.docx.pdf","appropriate/inappropriate"," Students who dress inappropriately will be given the opportunity to change or cover their clothing, and students are expected to respond respectfully."
"Auburn High","VA","http://ahs.mcps.org/UserFiles/Servers/Server_94864/Image/AHS%20Student%20Handbook%2018-19.docx.pdf","appropriate/inappropriate"," Students failing to respond appropriately to the directives of their teachers will be referred to an administrator for disciplinary action."
"Auburn High","VA","http://ahs.mcps.org/UserFiles/Servers/Server_94864/Image/AHS%20Student%20Handbook%2018-19.docx.pdf","appropriate/inappropriate"," Having attended one or more classes without being addressed for inappropriate attire does not preclude a student from being referred to an administrator for disciplinary action later in the day."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," Parents and guardians are encouraged to see that their child/children dress appropriately for school, according to the following guidelines."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," Students shall observe modesty, appropriateness and neatness in clothing and personal appearance."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," A student is not appropriately dressed if he/she is a disturbing influence in class or school because of his/her mode of dress."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," The principal or teacher shall judge whether the dress of a student is a disturbing influence in class or inappropriate for school wear."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," Guidelines for appropriate dress: • Lycra, latex, holes above knees, spandex, or similar body material garments will not be permitted."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," Leggings must be worn with an appropriate length top, not as pants."
"Dewitt High School","AR","http://dewittschooldistrict.net/students/related/handbooks/DHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," Students not able to find transportation to change will not be allowed to attend class until dressed appropriately."
"Marion l Steele High School","OH","https://www.amherstk12.org/uploaded/Documents/Steele/Resources/Handbook/2018_2019_MLS_Student_Handbook_Final.pdf","appropriate/inappropriate"," Students’ appearance shall be appropriate to education, activities, and the environment of the school."
"Marion l Steele High School","OH","https://www.amherstk12.org/uploaded/Documents/Steele/Resources/Handbook/2018_2019_MLS_Student_Handbook_Final.pdf","appropriate/inappropriate"," In general, dress and grooming should be appropriate and be governed by good sense, good taste, and cleanliness."
"Marion l Steele High School","OH","https://www.amherstk12.org/uploaded/Documents/Steele/Resources/Handbook/2018_2019_MLS_Student_Handbook_Final.pdf","appropriate/inappropriate"," Tank tops, cut-off shirts, or any garments which reveal undergarments are not appropriate."
"Bay Shore Senior High School","NY","https://www.bayshoreschools.org/files/filesystem/english%20code%2018-19.pdf","appropriate/inappropriate","Bay Shore School District Dress Code The Bay Shore School District Dress Code expresses our commitment to learning, safety, high standards, freedom of expression, and appropriate, responsible dress for school and school functions."
"Bay Shore Senior High School","NY","https://www.bayshoreschools.org/files/filesystem/english%20code%2018-19.pdf","appropriate/inappropriate"," It is the responsibility of our school system to prepare students for the world of work, which requires appropriate dress."
"Bay Shore Senior High School","NY","https://www.bayshoreschools.org/files/filesystem/english%20code%2018-19.pdf","appropriate/inappropriate"," Final decisions concerning appropriateness of dress will be made by the building administrator."
"Saint Helena High","CA","https://www.shhs.sthelenaunified.org/pdf/St_Helena_Student_Handbook_2018_2019.pdf","appropriate/inappropriate","Dress Code: The SHUSD School Board and School Policy ascribes that attire is to be “suitable and not distracting, inappropriate, unsafe, or disruptive to the school program."
"Saint Helena High","CA","https://www.shhs.sthelenaunified.org/pdf/St_Helena_Student_Handbook_2018_2019.pdf","appropriate/inappropriate","” Dress requirements and inappropriate dress are defined below: o Shoes must be worn at all times."
"Reeds Spring High","MO","https://4.files.edl.io/e5d3/06/27/18/134717-900f3525-e387-41c9-bc74-d010d0c7f105.pdf","appropriate/inappropriate"," Apparel is expected to conform to reasonable student standards of modesty, and as such, no excessive or inappropriate areas of skin or undergarments may be exposed."
"Reeds Spring High","MO","https://4.files.edl.io/e5d3/06/27/18/134717-900f3525-e387-41c9-bc74-d010d0c7f105.pdf","appropriate/inappropriate"," boxer shorts), low cut clothing, short shorts, miniskirts, halter tops, strapless tops, single strap tops, spaghetti strap tops, boy tank tops or clothing that exposes inappropriate parts of the body will not be allowed."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," However, the Board of Education requires students to attend school in appropriate dress that meets health and safety standards and does not interfere with the learning process."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," The Board also requires students to wear appropriate protective gear in certain classes (e."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," The Superintendent of Schools and all administrative personnel shall have the authority to require a student to change his/her attire should it be deemed inappropriate according to the guidelines herein."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," Teachers and other district personnel should exemplify and reinforce acceptable student dress and help students develop an understanding of appropriate appearance in the school setting."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," A student’s dress, grooming and appearance, including, but not limited to, hair style/color, jewelry, accessories, make-up, and nails, shall:  be safe, appropriate and not disrupt or interfere with the educational process;  recognize that extremely brief garments such as tube tops, net tops, halter tops, spaghetti straps, plunging necklines (front and/or back), any seethrough garments, pajamas, any skirts, shorts and/or dress no shorter than one’s extended arm, with extended fingers, are not appropriate;  ensure that underwear is completely covered with outer clothing;  shorts and pants should be worn appropriately;  include footwear at all times; footwear that is a safety hazard will not be allowed;  not include the wearing of head coverings in the classroom or hallways except for a medical or religious purpose;  not include sun-glasses  not include items that are vulgar, obscene, libelous, or denigrate others on account of actual or perceived race, color, weight, national origin, ethnic group, religion, religious practice, disability, sexual orientation, gender or sex;  not promote and/or endorse the use of alcohol, tobacco or illegal drugs and/or encourage other illegal or violent activities;  not include gang related clothing or paraphernalia."
"Connetquot High School","NY","http://www.ccsdli.org/Assets/CHS_Links/032217_CODE_OF_CONDUCT.pdf","appropriate/inappropriate"," If a teacher believes that a student’s dress is inappropriate, he/she will contact a building administrator to seek a determination as to appropriate steps to be taken."
"Rondout Valley High School","NY","https://www.rondout.k12.ny.us/UserFiles/Servers/Server_719363/File/18-19/Code%20of%20Conduct%20BOE%20Adopted%206-19-2018.pdf","appropriate/inappropriate"," Student Dress – All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Rondout Valley High School","NY","https://www.rondout.k12.ny.us/UserFiles/Servers/Server_719363/File/18-19/Code%20of%20Conduct%20BOE%20Adopted%206-19-2018.pdf","appropriate/inappropriate"," Teachers and all other district personnel should exemplify and reinforce acceptable student dress and help students develop an understanding of appropriate appearance in the school setting."
"Rondout Valley High School","NY","https://www.rondout.k12.ny.us/UserFiles/Servers/Server_719363/File/18-19/Code%20of%20Conduct%20BOE%20Adopted%206-19-2018.pdf","appropriate/inappropriate"," Be safe, appropriate, and not disrupt or interfere with the educational process."
"Rondout Valley High School","NY","https://www.rondout.k12.ny.us/UserFiles/Servers/Server_719363/File/18-19/Code%20of%20Conduct%20BOE%20Adopted%206-19-2018.pdf","appropriate/inappropriate"," Recognize that extremely brief garments are not appropriate."
"Porum High School","OK","https://s3.amazonaws.com/scschoolfiles/162/2018-2019_porum_high_school_handbook.pdf","appropriate/inappropriate"," The appropriate dress code shall be released well in advance of the specific event."
"Porum High School","OK","https://s3.amazonaws.com/scschoolfiles/162/2018-2019_porum_high_school_handbook.pdf","appropriate/inappropriate"," Shoes: Shall be worn at all times, and shall be appropriate for the activity."
"Mount Pleasant High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/43/MPHS%202018_2019%20Student%20Handbook.pdf","appropriate/inappropriate"," Extremes in hairstyles, body piercing, make-up, and modes of dress deemed by the administration as inappropriate, a disruption, a danger to health and safety, or a distraction to the educational process will not be permitted on MPHS campus or at any school event regardless of the location."
"Pottstown Shs","PA","http://www.pottstownschools.org/Downloads/PHS_Parent%20and%20Student%20Handbook%202018-2019.pdf","appropriate/inappropriate","Dress Code Students must be dressed in appropriate attire BEFORE arriving to school."
"Pottstown Shs","PA","http://www.pottstownschools.org/Downloads/PHS_Parent%20and%20Student%20Handbook%202018-2019.pdf","appropriate/inappropriate"," Students are to remain appropriately dressed throughout the school day."
"Pottstown Shs","PA","http://www.pottstownschools.org/Downloads/PHS_Parent%20and%20Student%20Handbook%202018-2019.pdf","appropriate/inappropriate"," A student out of compliance with the dress code will be expected to change into appropriate attire or will not return to class and will receive consequences as indicated in the Discipline Code."
"Wheeler High School","CT","http://www.northstonington.k12.ct.us/wp-content/uploads/2018/08/2018-19_whs_handbook.pdf","appropriate/inappropriate"," The final decision as to what is appropriate and in good taste rests with the administration."
"Wheeler High School","CT","http://www.northstonington.k12.ct.us/wp-content/uploads/2018/08/2018-19_whs_handbook.pdf","appropriate/inappropriate","   Dresses, skirts, pants and shorts must provide appropriate and reasonable coverage."
"Wheeler High School","CT","http://www.northstonington.k12.ct.us/wp-content/uploads/2018/08/2018-19_whs_handbook.pdf","appropriate/inappropriate"," Any student that violates the dress code will have the opportunity, without consequence, to change his or her attire to conform to the appropriate standard."
"Marshalltown High School","IA","https://www.marshalltown.k12.ia.us/media/cms/StudentHandbook201620172_B8986C40C5EEA.pdf","appropriate/inappropriate"," Inappropriate bottoms for school include pajamas or other clothing meant to be worn as sleepwear, clothing made of fishnet fabric, and any spandex or other form fitting pants."
"Marshalltown High School","IA","https://www.marshalltown.k12.ia.us/media/cms/StudentHandbook201620172_B8986C40C5EEA.pdf","appropriate/inappropriate"," Inappropriate footwear for school includes slippers or house shoes, shoes with skates in the bottom, and going barefoot (except while participating in a school activity such as swimming or gymnastics where shoes are not appropriate)."
"Marshalltown High School","IA","https://www.marshalltown.k12.ia.us/media/cms/StudentHandbook201620172_B8986C40C5EEA.pdf","appropriate/inappropriate"," Inappropriate headwear for school includes hats, caps, hoods, visors, bandanas, do­rags/wraps, hairnets and sweatbands (hairbands are acceptable)."
"Marshalltown High School","IA","https://www.marshalltown.k12.ia.us/media/cms/StudentHandbook201620172_B8986C40C5EEA.pdf","appropriate/inappropriate"," Extremes in temperature or other temporary conditions may warrant exceptions to these regulations as deemed appropriate by the principal."
"Merrill High","WI","https://docs.google.com/document/d/1d4PrwCVhCOyHdHO7PZddwpwl5xGTlLRhViEKCThhDQM/edit#bookmark=kix.rm0zwthjwrmc","appropriate/inappropriate"," All students are expected to wear appropriate footwear."
"Merrill High","WI","https://docs.google.com/document/d/1d4PrwCVhCOyHdHO7PZddwpwl5xGTlLRhViEKCThhDQM/edit#bookmark=kix.rm0zwthjwrmc","appropriate/inappropriate"," Students may wear shorts, dresses, or skirts that are appropriate."
"Northwest Cabarrus High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/44/COC-2018.pdf","appropriate/inappropriate"," Extremes in hairstyle, body piercing, make-up, and modes of dress deemed by the administration as inappropriate, a disruption, a danger to health and safety, or a distraction to the educational process will not be permitted on the NCHS campus or at any school event regardless of the location."
"Elkhorn Area High","WI","https://docs.google.com/document/d/1NhYUxLg11tCKIfjirpcNsSlR6Y-EhFLeD8tywr96oec/edit#heading=h.npj7dxr5dutd","appropriate/inappropriate","  When the dress of an individual student constitutes a health problem, seems unsuitable for school wear, is a physical danger to any person, or when the student’s manner of dress or grooming causes a disruption or disturbance, the school staff shall take appropriate action to correct the situation."
"Elkhorn Area High","WI","https://docs.google.com/document/d/1NhYUxLg11tCKIfjirpcNsSlR6Y-EhFLeD8tywr96oec/edit#heading=h.npj7dxr5dutd","appropriate/inappropriate","    Students should consider the following questions when dressing for school:  Does my clothing expose too much? (no)  Does my clothing advertise something that is prohibited to minors? (no)  Are there obscene, profane, drug-­related, gang-­related, or inflammatory messages on my clothing? (no) Would I interview for a job in this outfit? (yes)  Am I dressed appropriately for the weather? (yes)  Do I feel comfortable with my appearance? (yes) Does my dress pose a potential safety concern? (no)   Specific rules governing student attire during the school year:  ● Earbuds/headphones may not be worn or used in the hallways."
"Elkhorn Area High","WI","https://docs.google.com/document/d/1NhYUxLg11tCKIfjirpcNsSlR6Y-EhFLeD8tywr96oec/edit#heading=h.npj7dxr5dutd","appropriate/inappropriate",")  ● Apparel of inappropriate length, which distracts from the learning atmosphere, is not permitted."
"Elkhorn Area High","WI","https://docs.google.com/document/d/1NhYUxLg11tCKIfjirpcNsSlR6Y-EhFLeD8tywr96oec/edit#heading=h.npj7dxr5dutd","appropriate/inappropriate","  ● If there is a disagreement between students and/or parents and the staff regarding the appropriateness of clothing, administration will make the final determination."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","appropriate/inappropriate","Standards of Dress The primary responsibility for appropriate dress lays with the student and his/her parents/ caregivers."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","appropriate/inappropriate"," Since one of the purposes of the Bourne Public Schools is to create a safe, supportive learning community, and since appropriate dress reflects positively on the school community, students will be prohibited from wearing any clothing that detracts from the learning process or otherwise compromises health, safety, or cleanliness."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","appropriate/inappropriate"," Footwear should be appropriate and safe for the courses the student will be attending (i."
"Bourne High School","MA","http://www.bourneps.org/userfiles/279/my%20files/handbooks/bhs%20student%20handbook%202018.2019%20(1).pdf?id=2315","appropriate/inappropriate"," If a student wears something inappropriate to school, he/she will first be asked change in the nurse’s office and then may be asked to call a parent/caregiver to request that clothing that is more appropriate be brought to school."
"Eastern York High School","PA","https://docs.google.com/document/d/1x_TOq1YGLmh9Dyl02Ceuek52nwLGrJ56I1OjaBh4IZs/edit#heading=h.gjdgxs","appropriate/inappropriate","DRESS AND GROOMING: Students will demonstrate personal hygiene and appropriate dress at all times."
"Eastern York High School","PA","https://docs.google.com/document/d/1x_TOq1YGLmh9Dyl02Ceuek52nwLGrJ56I1OjaBh4IZs/edit#heading=h.gjdgxs","appropriate/inappropriate"," Examples of inappropriate school apparel include, but are not limited to the following:  Tank tops, muscle shirts, or spaghetti straps, which are back-baring or with straps less than one inch wide."
"Eastern York High School","PA","https://docs.google.com/document/d/1x_TOq1YGLmh9Dyl02Ceuek52nwLGrJ56I1OjaBh4IZs/edit#heading=h.gjdgxs","appropriate/inappropriate","  Students should dress appropriately for weather conditions."
"Eastern York High School","PA","https://docs.google.com/document/d/1x_TOq1YGLmh9Dyl02Ceuek52nwLGrJ56I1OjaBh4IZs/edit#heading=h.gjdgxs","appropriate/inappropriate","  Parental notification will occur if necessary to obtain a change of clothing and appropriate discipline will be administered should the problem persist."
"Eastern York High School","PA","https://docs.google.com/document/d/1x_TOq1YGLmh9Dyl02Ceuek52nwLGrJ56I1OjaBh4IZs/edit#heading=h.gjdgxs","appropriate/inappropriate"," Students will not be permitted to return to regular classes until the appropriate changes have been made."
"Norwood High","MA","https://campussuite-storage.s3.amazonaws.com/prod/1213978/583ade96-581b-11e7-99ef-124f7febbf4a/1819900/229997d2-aafe-11e8-a0b0-0a3147dd6928/file/NHSSTUDENTHANDBOOK2018-2019.pdf","appropriate/inappropriate"," Since the primary function of school is educational, not recreational or social, student dress should be appropriate for the school environment and not cause a distraction within that setting."
"Norwood High","MA","https://campussuite-storage.s3.amazonaws.com/prod/1213978/583ade96-581b-11e7-99ef-124f7febbf4a/1819900/229997d2-aafe-11e8-a0b0-0a3147dd6928/file/NHSSTUDENTHANDBOOK2018-2019.pdf","appropriate/inappropriate"," This means that, in appropriate circumstances, the school will make exceptions to the dress code policy."
"Norwood High","MA","https://campussuite-storage.s3.amazonaws.com/prod/1213978/583ade96-581b-11e7-99ef-124f7febbf4a/1819900/229997d2-aafe-11e8-a0b0-0a3147dd6928/file/NHSSTUDENTHANDBOOK2018-2019.pdf","appropriate/inappropriate"," If a student or parent/guardian requests an accommodation, or a student appears to be out of compliance with the policy and indicates that the noncompliance may be related to a medical need or a religious belief or practice, Norwood staff will engage in a dialogue with the student and parent/guardian to determine the appropriate course of action."
"Norwood High","MA","https://campussuite-storage.s3.amazonaws.com/prod/1213978/583ade96-581b-11e7-99ef-124f7febbf4a/1819900/229997d2-aafe-11e8-a0b0-0a3147dd6928/file/NHSSTUDENTHANDBOOK2018-2019.pdf","appropriate/inappropriate"," Administration/deans reserve the right to determine if certain attire is inappropriate in a school building."
"Norwood High","MA","https://campussuite-storage.s3.amazonaws.com/prod/1213978/583ade96-581b-11e7-99ef-124f7febbf4a/1819900/229997d2-aafe-11e8-a0b0-0a3147dd6928/file/NHSSTUDENTHANDBOOK2018-2019.pdf","appropriate/inappropriate"," Inappropriate dress shall be defined, but not limited to, an article of clothing that displays or promotes, in pictures or words, any foul, obscene or offensive language; any tobacco product or the use of tobacco product; any alcoholic product or the use of any alcoholic product; material of a sexual nature whether explicit or implied; any illegal substance or the use of illegal substances; acts of actual or implied violence; material reasonably likely to incite or cause disruption in a racial, religious, ethnic, or other context."
"Washburn Rural High","KS","http://usd437.net/schools/wrhs/","appropriate/inappropriate","  Clothing is inappropriate if any flesh can be seen starting at underarms down to mid-thigh."
"Washburn Rural High","KS","http://usd437.net/schools/wrhs/","appropriate/inappropriate","  Clothing is inappropriate if any undergarments can be seen."
"Cameron High","MO","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/201085/2018-2019_CHS_Student_Handbook.pdf","appropriate/inappropriate"," All students shall wear appropriate clothing and appropriate shoes, boots or footwear at all times while at school."
"Cameron High","MO","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/201085/2018-2019_CHS_Student_Handbook.pdf","appropriate/inappropriate"," Clothing that is mesh, transparent, exposes undergarments, or with tears and/or holes in inappropriate regions shall not be worn."
"Cameron High","MO","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/201085/2018-2019_CHS_Student_Handbook.pdf","appropriate/inappropriate"," Sagging or inappropriately tight clothing is not permissible."
"Cameron High","MO","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/201085/2018-2019_CHS_Student_Handbook.pdf","appropriate/inappropriate"," Sleeping pants, pajamas, robes, blankets and/or house slippers are not appropriate attire for school."
"Lamphere High School","MI","http://www.lamphere.k12.mi.us/UserFiles/Servers/Server_61419/Image/Handbooks/2018%20-%202019/LHS%20Handbook%202018-19.pdf","appropriate/inappropriate","DRESS CODE Appropriate student dress and good grooming affect the efficient and orderly operation of the school as well as the ability of students to interact appropriately and participate in school activities."
"Lamphere High School","MI","http://www.lamphere.k12.mi.us/UserFiles/Servers/Server_61419/Image/Handbooks/2018%20-%202019/LHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," All students must wear age-appropriate clothing that is not disruptive to the educational process."
"Lamphere High School","MI","http://www.lamphere.k12.mi.us/UserFiles/Servers/Server_61419/Image/Handbooks/2018%20-%202019/LHS%20Handbook%202018-19.pdf","appropriate/inappropriate"," • Students may not wear any clothing or apparel, jewelry or objects saying inappropriate words for the  school setting, promoting violence, alcoholic beverages, tobacco products, drugs and drug paraphernalia, or representing an affiliation with a gang (or any other inappropriate dress as defined  by the administration)."
"Newberg Senior High School","OR","https://www.newberg.k12.or.us/sites/default/files/fileattachments/newberg_high_school/page/8185/newberghighschoolstudenthandbook2018-19.pdf","appropriate/inappropriate"," Students shall dress appropriately for school."
"Newberg Senior High School","OR","https://www.newberg.k12.or.us/sites/default/files/fileattachments/newberg_high_school/page/8185/newberghighschoolstudenthandbook2018-19.pdf","appropriate/inappropriate","  Students may not wear bandanas, hats or other headwear with inappropriate pictures, words or phrases unless it is part of a student's customary religious attire or unless it is allowable for a special event."
"Blair Oaks High","MO","https://bhs-bosd-mo.schoolloop.com/file/1346919813873/1500710502686/42528252168273529131533835021543.pdf","appropriate/inappropriate"," Pants, sweats, shorts, or jeans with holes that create an inappropriate appearance or that are distracting are prohibited."
"Blair Oaks High","MO","https://bhs-bosd-mo.schoolloop.com/file/1346919813873/1500710502686/42528252168273529131533835021543.pdf","appropriate/inappropriate"," Shorts must be an appropriate length for school."
"Blair Oaks High","MO","https://bhs-bosd-mo.schoolloop.com/file/1346919813873/1500710502686/42528252168273529131533835021543.pdf","appropriate/inappropriate"," The principal or assistant principal reserves the right to determine whether the clothing is distracting, indecent or inappropriate to wear in the school environment regardless of whether or not the dress meets the guidelines stated above."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," The guidelines listed below should be used to help students and parents select appropriate clothing to be worn at school."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," • Any attire and accessories should not display any of the following:  drugs, alcohol, or tobacco;  vulgarity or inappropriate language;  sexually explicit images or language;  references to violence or weapons;  images, symbols, or language that is considered derogatory to any group of people; or  gang related images, symbols, or language."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," • Pajamas, slippers, sunglasses, gloves, or costumes are not considered school appropriate and should not be worn."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," • Nicolet administrators will make final decisions as to what is appropriate school attire."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," • Parents will be contacted to bring school appropriate clothing."
"Milton Senior High School","VT","https://4.files.edl.io/b0e2/10/15/18/152654-150264e1-5b21-4488-ac11-37e93d443760.pdf","appropriate/inappropriate"," Any clothing endorsing alcohol, drugs, tobacco, or displaying inappropriate words or pictures is prohibited."
"Milton Senior High School","VT","https://4.files.edl.io/b0e2/10/15/18/152654-150264e1-5b21-4488-ac11-37e93d443760.pdf","appropriate/inappropriate"," GUIDELINES FOR STUDENT APPEARANCE: Student dress cannot violate health or safety laws, clothing with underwear showing is inappropriate, avoid inappropriate clothing and jewelry."
"Milton Senior High School","VT","https://4.files.edl.io/b0e2/10/15/18/152654-150264e1-5b21-4488-ac11-37e93d443760.pdf","appropriate/inappropriate"," Inappropriate displays of affection are not allowed and will be dealt with on an individual basis."
"Holland Patent Central High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.hpschools.org//cms/lib/NY01913715/Centricity/Domain/18/HPHSHdbk+201819.pdf","appropriate/inappropriate","STUDENT DRESS CODE All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Holland Patent Central High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.hpschools.org//cms/lib/NY01913715/Centricity/Domain/18/HPHSHdbk+201819.pdf","appropriate/inappropriate"," Teachers and all other district personnel should exemplify and reinforce acceptable student dress and help students develop an understanding of appropriate appearance in the school setting."
"Holland Patent Central High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.hpschools.org//cms/lib/NY01913715/Centricity/Domain/18/HPHSHdbk+201819.pdf","appropriate/inappropriate"," However, the Board of Education requires students to attend school in appropriate dress that meets health and safety standards and does not interfere with the learning process."
"Holland Patent Central High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.hpschools.org//cms/lib/NY01913715/Centricity/Domain/18/HPHSHdbk+201819.pdf","appropriate/inappropriate"," The Board also requires students to wear appropriate protective gear in certain classes (including, but not limited to: home & careers, technology, physical education, science)."
"Holland Patent Central High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.hpschools.org//cms/lib/NY01913715/Centricity/Domain/18/HPHSHdbk+201819.pdf","appropriate/inappropriate"," The Superintendent of Schools and other designated administrative personnel shall have the authority to require a student to change his/her attire should it, in their opinion, be deemed inappropriate according to the above guidelines."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate","  Inappropriate student appearance may cause substantial disruption to the school environment or  present a threat to the health and safety of students, employees and visitors on school grounds."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate","  Students are  expected to wear clothing that is appropriate to their age level and does not disrupt the school or educational  environment during the school day and/or at school sponsored events."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate"," Neck lines should pass the palm test  – place the palm with fingers together at the base of the  neck and if the shirt drops lower than the pinky finger, the top is not appropriate for school."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate"," Under certain circumstances or during certain classes or activities a stricter dress code may be appropriate and students must comply with the stricter requirement."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate"," The administration makes the final determination of the appropriateness of the student’s appearance."
"Vinton-Shellsburg High School","IA","http://www.vscsd.org/wp-content/uploads/2018/08/18-19-Handbook.pdf","appropriate/inappropriate"," Students inappropriately dressed are required to change their clothing or leave the school."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","appropriate/inappropriate","DRESS AND GROOMING (All Grade Levels) Students have a responsibility to come to school and school events each day neatly groomed and dressed appropriately."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","appropriate/inappropriate"," The principal or designee has discretion in determining  the appropriateness  of  dress."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","appropriate/inappropriate"," If  the  principal  or  designee  determines  that  the  dress  or grooming  of a  student is inappropriate,  the  student will be sent home or removed to an alternate setting and established disciplinary procedures will be followed: 1."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","appropriate/inappropriate","  Short shorts, biking, jogging or other types of tight fitting shorts are not appropriate."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","appropriate/inappropriate"," Student attire must be appropriate for school in length and fit."
"Strafford High","MO","https://www.straffordschools.net/userfiles/2/my%20files/strafford%20high%20school%20student%20handbook%202018%202019%202.pdf?id=6397","appropriate/inappropriate","  Shorts may be worn to school that are appropriate."
"Strafford High","MO","https://www.straffordschools.net/userfiles/2/my%20files/strafford%20high%20school%20student%20handbook%202018%202019%202.pdf?id=6397","appropriate/inappropriate"," The administration and teachers may set dress code regulations that are appropriate for specific functions."
"Quincy High School","WA","https://app.eduportal.com/share/126b2f36-27de-11e8-a092-00155d645900","appropriate/inappropriate"," Knowledge regarding dress, which is appropriate in business and in social situations, is important."
"Quincy High School","WA","https://app.eduportal.com/share/126b2f36-27de-11e8-a092-00155d645900","appropriate/inappropriate"," School personnel have the responsibility for maintaining and enforcing an appropriate dress code that is conducive to learning."
"Bethel Park High School","PA","https://www.bpsd.org/Downloads/BPHS197.pdf","appropriate/inappropriate"," Basically, students must wear appropriate attire: shirt, pants, skirts, or dresses and shoes."
